"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","empvarrate","conspriceidx","consconfidx","euribor3m","nremployed","y"
30,"admin.","married","university.degree","no","no","no","cellular","aug","mon",160,1,0,"nonexistent",1.4,93.444,-36.099998,4.9699998,5228.1001,"no"
49,"technician","married","professional.course","unknown","yes","no","telephone","nov","mon",27,1,0,"nonexistent",-0.1,93.199997,-42,4.191,5195.7998,"no"
30,"services","divorced","high.school","no","no","no","cellular","may","mon",159,2,1,"success",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","apr","fri",430,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
40,"unemployed","married","professional.course","no","yes","no","cellular","sep","fri",155,3,0,"nonexistent",-3.4000001,92.378998,-29.799999,0.773,5017.5,"no"
28,"blue-collar","single","basic.9y","no","yes","no","telephone","may","mon",120,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
29,"admin.","married","university.degree","no","yes","no","cellular","apr","wed",350,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.4450001,5099.1001,"yes"
45,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",167,1,1,"success",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
59,"entrepreneur","married","university.degree","no","no","no","telephone","jun","fri",9,5,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
42,"management","single","university.degree","no","yes","no","cellular","oct","mon",138,1,0,"nonexistent",-3.4000001,92.431,-26.9,0.74299997,5017.5,"yes"
40,"self-employed","married","basic.9y","no","no","no","cellular","nov","tue",55,1,1,"failure",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
29,"services","single","high.school","no","no","no","cellular","may","thu",854,2,1,"failure",-1.8,92.892998,-46.200001,1.266,5099.1001,"yes"
46,"blue-collar","married","basic.4y","unknown","no","no","cellular","aug","tue",83,2,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
45,"technician","married","university.degree","no","yes","no","cellular","jul","fri",115,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
39,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",59,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
32,"services","married","basic.9y","no","no","no","cellular","jul","tue",491,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
48,"admin.","married","high.school","unknown","no","no","telephone","may","thu",314,3,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
39,"management","married","university.degree","no","yes","no","telephone","jun","mon",23,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
51,"management","married","university.degree","no","yes","no","telephone","jun","fri",236,3,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
38,"admin.","single","professional.course","no","no","no","telephone","may","mon",160,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
30,"student","single","high.school","no","yes","no","cellular","may","wed",156,4,1,"success",-1.8,92.892998,-46.200001,1.27,5099.1001,"no"
31,"admin.","single","university.degree","no","yes","no","cellular","sep","fri",112,7,0,"nonexistent",-3.4000001,92.378998,-29.799999,0.80299997,5017.5,"no"
49,"technician","married","university.degree","no","yes","no","cellular","aug","wed",552,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
30,"admin.","divorced","high.school","no","yes","no","cellular","nov","wed",114,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
36,"services","married","high.school","unknown","yes","no","telephone","may","mon",395,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",52,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
36,"admin.","married","university.degree","no","yes","no","telephone","may","thu",445,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",192,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
23,"entrepreneur","married","professional.course","no","no","no","cellular","jul","tue",58,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
33,"management","married","high.school","unknown","yes","no","telephone","aug","mon",71,3,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
19,"student","single","unknown","no","yes","no","telephone","apr","tue",396,3,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"yes"
42,"technician","married","university.degree","no","yes","no","telephone","jun","mon",148,4,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
26,"admin.","single","university.degree","no","yes","no","cellular","may","mon",57,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
29,"entrepreneur","married","basic.4y","unknown","yes","no","telephone","may","mon",224,3,0,"nonexistent",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
46,"admin.","single","high.school","no","yes","yes","cellular","nov","fri",116,2,1,"failure",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
53,"admin.","married","basic.6y","no","yes","no","cellular","apr","fri",100,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
39,"technician","married","professional.course","no","yes","no","cellular","apr","thu",67,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.365,5099.1001,"no"
55,"management","married","basic.4y","unknown","no","no","cellular","apr","thu",594,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.41,5099.1001,"no"
27,"services","married","high.school","unknown","yes","no","telephone","may","tue",129,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
36,"services","married","high.school","no","no","no","telephone","may","wed",361,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
33,"blue-collar","married","basic.9y","no","no","no","telephone","jun","fri",432,1,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
33,"entrepreneur","married","university.degree","no","no","no","cellular","nov","thu",55,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
52,"management","married","university.degree","no","no","no","cellular","may","fri",698,5,1,"failure",-1.8,93.875999,-40,0.68400002,5008.7002,"no"
34,"technician","single","professional.course","no","no","no","cellular","aug","mon",237,1,1,"failure",-2.9000001,92.200996,-31.4,0.861,5076.2002,"no"
38,"technician","married","professional.course","no","yes","no","telephone","jun","fri",95,4,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
29,"services","single","high.school","no","yes","no","telephone","may","thu",93,1,0,"nonexistent",-1.8,93.875999,-40,0.699,5008.7002,"yes"
51,"management","married","university.degree","no","yes","no","cellular","aug","thu",175,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
31,"blue-collar","single","high.school","no","yes","no","cellular","nov","wed",154,2,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
30,"admin.","single","high.school","no","yes","yes","telephone","may","tue",101,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
26,"services","single","university.degree","no","yes","yes","cellular","may","tue",639,3,1,"failure",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
45,"management","married","basic.9y","no","yes","no","cellular","nov","wed",363,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
43,"management","married","basic.6y","unknown","no","no","telephone","may","wed",347,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
42,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",119,2,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","nov","tue",60,2,0,"nonexistent",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
59,"management","married","basic.6y","unknown","yes","no","telephone","jun","mon",181,16,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
31,"admin.","single","basic.9y","no","no","no","telephone","jun","thu",105,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"no"
35,"entrepreneur","married","high.school","no","no","no","telephone","may","fri",178,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
49,"admin.","married","university.degree","no","yes","no","telephone","may","mon",15,5,0,"nonexistent",-1.8,92.892998,-46.200001,1.354,5099.1001,"no"
68,"retired","married","high.school","no","yes","no","cellular","apr","mon",194,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"yes"
33,"admin.","divorced","high.school","no","yes","no","cellular","jul","fri",191,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
22,"student","single","high.school","no","yes","no","cellular","may","thu",47,3,0,"nonexistent",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
27,"technician","single","high.school","no","no","no","telephone","jun","tue",187,2,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
47,"admin.","divorced","high.school","no","no","no","telephone","jun","thu",149,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
30,"technician","married","university.degree","no","yes","yes","cellular","apr","thu",1373,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.365,5099.1001,"yes"
43,"admin.","single","high.school","no","yes","yes","cellular","jul","tue",54,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
34,"admin.","married","university.degree","no","no","no","cellular","apr","thu",279,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.365,5099.1001,"no"
31,"technician","married","university.degree","no","yes","yes","cellular","oct","tue",203,4,2,"success",-1.1,94.600998,-49.5,0.98199999,4963.6001,"yes"
39,"technician","single","university.degree","no","yes","yes","cellular","apr","mon",861,6,1,"failure",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
27,"technician","single","university.degree","no","no","no","cellular","jul","thu",114,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
42,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",276,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
33,"admin.","single","university.degree","no","yes","yes","cellular","nov","tue",86,1,0,"nonexistent",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
54,"housemaid","married","basic.9y","no","yes","no","telephone","may","thu",200,2,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
57,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",71,5,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","wed",224,2,0,"nonexistent",1.4,93.444,-36.099998,4.967,5228.1001,"no"
27,"unemployed","single","university.degree","no","yes","no","cellular","jul","tue",65,1,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
50,"retired","married","basic.4y","no","yes","no","cellular","jul","wed",128,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
37,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",147,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9580002,5228.1001,"no"
40,"housemaid","divorced","high.school","no","no","no","telephone","may","fri",188,1,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
53,"housemaid","married","basic.4y","unknown","yes","no","telephone","aug","thu",51,7,0,"nonexistent",1.4,93.444,-36.099998,4.9619999,5228.1001,"no"
45,"technician","married","professional.course","unknown","yes","yes","cellular","aug","thu",242,5,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
30,"services","married","professional.course","no","no","no","cellular","nov","wed",84,1,0,"nonexistent",-0.1,93.199997,-42,4.1199999,5195.7998,"no"
30,"technician","divorced","university.degree","no","no","no","cellular","aug","mon",731,3,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"yes"
39,"admin.","married","university.degree","no","no","no","telephone","may","fri",230,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
31,"housemaid","divorced","high.school","no","yes","no","telephone","may","fri",428,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
31,"services","single","high.school","no","no","yes","cellular","may","mon",369,2,1,"failure",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
35,"admin.","divorced","high.school","no","yes","no","cellular","nov","tue",250,2,0,"nonexistent",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
42,"admin.","single","high.school","no","no","yes","cellular","jul","fri",295,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
40,"technician","single","university.degree","no","no","yes","cellular","aug","fri",140,7,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","thu",214,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
36,"self-employed","married","basic.6y","unknown","no","no","cellular","aug","mon",233,7,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
33,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",90,9,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
32,"technician","single","high.school","no","yes","no","cellular","aug","tue",222,2,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
30,"admin.","single","high.school","no","no","no","telephone","may","mon",577,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
34,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","mon",151,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
46,"admin.","married","high.school","no","yes","no","telephone","may","wed",79,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8590002,5191,"no"
43,"technician","married","professional.course","no","no","yes","cellular","aug","mon",108,4,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
31,"unemployed","single","university.degree","no","no","no","cellular","aug","tue",85,2,0,"nonexistent",1.4,93.444,-36.099998,4.9660001,5228.1001,"no"
36,"blue-collar","married","basic.6y","no","no","no","cellular","jul","thu",201,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9580002,5228.1001,"no"
35,"blue-collar","married","basic.6y","no","no","no","cellular","may","fri",69,3,1,"failure",-1.8,92.892998,-46.200001,1.25,5099.1001,"no"
59,"admin.","married","high.school","unknown","yes","no","cellular","aug","thu",147,2,0,"nonexistent",1.4,93.444,-36.099998,4.9619999,5228.1001,"no"
46,"blue-collar","single","basic.4y","no","unknown","unknown","cellular","apr","fri",163,2,1,"failure",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
34,"technician","single","university.degree","no","no","no","cellular","mar","mon",138,8,0,"nonexistent",-1.8,92.843002,-50,1.52,5099.1001,"no"
22,"blue-collar","single","basic.9y","no","yes","yes","cellular","jul","mon",848,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"yes"
55,"retired","married","basic.9y","unknown","no","no","telephone","may","mon",114,1,1,"failure",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
32,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",155,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",266,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.365,5099.1001,"yes"
31,"admin.","married","high.school","no","no","no","telephone","may","wed",469,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
24,"services","married","professional.course","no","yes","no","telephone","may","mon",153,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
57,"management","divorced","university.degree","no","no","no","telephone","may","tue",35,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
53,"blue-collar","married","basic.4y","no","yes","no","cellular","aug","mon",182,1,0,"nonexistent",1.4,93.444,-36.099998,4.9650002,5228.1001,"no"
34,"technician","divorced","professional.course","no","unknown","unknown","telephone","may","tue",532,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
36,"blue-collar","married","high.school","no","yes","yes","cellular","jul","wed",302,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
44,"blue-collar","married","basic.4y","unknown","no","yes","cellular","aug","thu",311,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
46,"services","single","professional.course","unknown","no","yes","cellular","may","mon",390,5,0,"nonexistent",-1.8,92.892998,-46.200001,1.244,5099.1001,"yes"
25,"blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",172,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
54,"entrepreneur","divorced","unknown","no","no","yes","cellular","apr","thu",461,2,1,"failure",-1.8,93.074997,-47.099998,1.41,5099.1001,"no"
30,"student","single","professional.course","no","no","no","telephone","sep","tue",237,2,0,"nonexistent",-1.1,94.198997,-37.5,0.88,4963.6001,"no"
42,"entrepreneur","married","basic.9y","no","unknown","unknown","cellular","mar","tue",133,1,0,"nonexistent",-1.8,92.843002,-50,1.799,5099.1001,"no"
34,"technician","single","university.degree","no","no","no","cellular","mar","thu",251,1,2,"failure",-1.8,93.369003,-34.799999,0.65399998,5008.7002,"yes"
33,"blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",134,1,1,"failure",-1.8,92.892998,-46.200001,1.281,5099.1001,"no"
43,"technician","married","professional.course","no","no","no","telephone","jun","thu",119,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8660002,5228.1001,"no"
29,"blue-collar","married","high.school","no","yes","no","cellular","nov","thu",25,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
43,"technician","married","professional.course","no","no","no","cellular","aug","wed",78,2,0,"nonexistent",1.4,93.444,-36.099998,4.9640002,5228.1001,"no"
42,"technician","married","university.degree","unknown","no","no","telephone","jun","tue",228,1,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
51,"technician","married","professional.course","no","yes","no","telephone","may","mon",220,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
36,"self-employed","married","professional.course","no","no","no","telephone","jun","fri",161,3,0,"nonexistent",1.4,94.464996,-41.799999,4.9590001,5228.1001,"no"
39,"services","divorced","high.school","no","no","yes","cellular","jul","thu",481,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
56,"management","married","basic.9y","no","yes","yes","cellular","nov","fri",62,2,1,"failure",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
21,"student","single","unknown","no","yes","yes","cellular","jul","thu",173,11,2,"failure",-1.7,94.214996,-40.299999,0.81,4991.6001,"no"
41,"technician","married","high.school","no","no","yes","cellular","aug","fri",210,1,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
36,"blue-collar","single","high.school","no","yes","yes","telephone","may","mon",402,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
39,"blue-collar","married","basic.9y","unknown","no","no","telephone","jun","thu",207,1,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
28,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",442,1,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
50,"admin.","married","university.degree","no","no","no","cellular","aug","mon",70,3,0,"nonexistent",1.4,93.444,-36.099998,4.9629998,5228.1001,"no"
31,"blue-collar","single","basic.9y","no","no","no","cellular","may","thu",304,2,1,"failure",-1.8,92.892998,-46.200001,1.266,5099.1001,"no"
29,"blue-collar","single","university.degree","no","no","no","telephone","jun","wed",126,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8639998,5228.1001,"no"
41,"technician","single","high.school","no","yes","no","cellular","may","mon",108,2,1,"failure",-1.8,92.892998,-46.200001,1.244,5099.1001,"no"
32,"entrepreneur","married","university.degree","no","no","no","cellular","nov","thu",73,4,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
42,"blue-collar","married","basic.6y","no","yes","yes","cellular","apr","wed",110,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.4450001,5099.1001,"no"
36,"unemployed","single","university.degree","no","yes","no","cellular","may","mon",251,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.354,5099.1001,"yes"
31,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",199,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8600001,5191,"no"
36,"admin.","married","university.degree","no","yes","no","telephone","apr","mon",5,3,1,"failure",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
26,"services","single","university.degree","no","yes","no","telephone","may","tue",139,4,0,"nonexistent",-1.8,92.892998,-46.200001,1.291,5099.1001,"no"
43,"blue-collar","married","basic.9y","no","no","no","cellular","nov","tue",465,1,0,"nonexistent",-0.1,93.199997,-42,4.1529999,5195.7998,"no"
33,"admin.","single","university.degree","no","no","no","cellular","jun","tue",541,3,0,"nonexistent",-2.9000001,92.962997,-40.799999,1.262,5076.2002,"yes"
30,"technician","married","professional.course","no","yes","no","cellular","mar","tue",263,2,2,"success",-1.8,93.369003,-34.799999,0.65499997,5008.7002,"yes"
47,"services","married","high.school","unknown","no","no","telephone","jun","wed",311,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9619999,5228.1001,"no"
50,"technician","married","professional.course","no","yes","no","cellular","apr","mon",38,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
26,"entrepreneur","married","university.degree","no","yes","no","telephone","jun","fri",168,3,0,"nonexistent",1.4,94.464996,-41.799999,4.967,5228.1001,"no"
27,"blue-collar","married","basic.9y","no","no","no","telephone","may","thu",44,1,0,"nonexistent",1.1,93.994003,-36.400002,4.855,5191,"no"
41,"blue-collar","married","basic.6y","no","no","no","telephone","jun","wed",15,1,0,"nonexistent",1.4,94.464996,-41.799999,4.9619999,5228.1001,"no"
37,"admin.","single","high.school","no","yes","no","cellular","nov","thu",1035,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"yes"
55,"self-employed","married","university.degree","unknown","no","no","cellular","may","mon",217,3,1,"failure",-1.8,92.892998,-46.200001,1.299,5099.1001,"no"
33,"admin.","single","university.degree","no","no","no","telephone","nov","fri",49,1,0,"nonexistent",-0.1,93.199997,-42,4.0209999,5195.7998,"no"
28,"services","single","high.school","no","no","no","cellular","jul","wed",73,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
40,"blue-collar","married","basic.4y","unknown","yes","no","cellular","jul","wed",131,4,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
52,"blue-collar","single","unknown","unknown","no","no","telephone","may","fri",80,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8639998,5191,"no"
36,"services","single","basic.9y","no","no","no","telephone","may","fri",86,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
37,"housemaid","married","high.school","unknown","yes","no","cellular","aug","thu",481,1,0,"nonexistent",1.4,93.444,-36.099998,4.9679999,5228.1001,"no"
40,"housemaid","married","basic.6y","no","yes","no","cellular","jul","wed",102,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
37,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",113,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
44,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","thu",168,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9629998,5228.1001,"no"
28,"blue-collar","single","basic.9y","no","yes","no","cellular","apr","fri",65,2,0,"nonexistent",-1.8,93.074997,-47.099998,1.4,5099.1001,"no"
58,"retired","divorced","university.degree","no","yes","no","telephone","may","mon",83,4,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
50,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","wed",251,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
36,"admin.","divorced","high.school","no","yes","no","telephone","may","mon",84,3,0,"nonexistent",1.1,93.994003,-36.400002,4.8569999,5191,"no"
41,"admin.","married","university.degree","no","no","no","cellular","dec","thu",213,1,0,"nonexistent",-3,92.712997,-33,0.70700002,5023.5,"yes"
36,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","mon",280,2,0,"nonexistent",1.4,94.464996,-41.799999,4.8649998,5228.1001,"no"
33,"services","married","university.degree","unknown","no","no","cellular","aug","thu",74,8,0,"nonexistent",1.4,93.444,-36.099998,4.9619999,5228.1001,"no"
33,"management","married","university.degree","no","yes","no","cellular","may","mon",259,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.244,5099.1001,"no"
33,"admin.","married","high.school","unknown","yes","no","cellular","jul","tue",58,2,0,"nonexistent",1.4,93.917999,-42.700001,4.961,5228.1001,"no"
53,"blue-collar","married","basic.4y","unknown","no","no","telephone","may","tue",182,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"yes"
67,"retired","married","basic.4y","no","no","no","cellular","aug","mon",300,3,0,"nonexistent",-1.7,94.027,-38.299999,0.898,4991.6001,"no"
52,"services","married","high.school","no","yes","no","telephone","jun","tue",168,2,0,"nonexistent",1.4,94.464996,-41.799999,4.961,5228.1001,"no"
88,"retired","divorced","basic.4y","no","yes","yes","cellular","mar","wed",82,2,0,"nonexistent",-1.8,92.843002,-50,1.663,5099.1001,"no"
53,"technician","married","professional.course","unknown","yes","yes","telephone","may","mon",579,1,0,"nonexistent",1.1,93.994003,-36.400002,4.8579998,5191,"no"
29,"technician","single","university.degree","no","no","yes","cellular","jul","tue",293,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
38,"technician","married","professional.course","no","unknown","unknown","telephone","may","tue",272,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
42,"blue-collar","married","basic.6y","unknown","no","no","cellular","jul","tue",71,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9619999,5228.1001,"no"
25,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",174,2,0,"nonexistent",1.4,93.917999,-42.700001,4.9580002,5228.1001,"no"
26,"student","single","high.school","no","yes","no","cellular","apr","thu",116,4,0,"nonexistent",-1.8,93.074997,-47.099998,1.406,5099.1001,"yes"
37,"admin.","married","high.school","no","yes","yes","telephone","may","tue",697,2,0,"nonexistent",1.1,93.994003,-36.400002,4.8559999,5191,"no"
39,"unemployed","married","basic.4y","no","no","no","cellular","may","thu",228,2,0,"nonexistent",-1.8,92.892998,-46.200001,1.327,5099.1001,"no"
49,"technician","divorced","university.degree","no","yes","no","telephone","nov","thu",30,1,0,"nonexistent",-0.1,93.199997,-42,4.0760002,5195.7998,"no"
29,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",101,1,0,"nonexistent",1.4,93.917999,-42.700001,4.96,5228.1001,"no"
37,"admin.","married","university.degree","no","no","no","cellular","may","tue",106,1,2,"failure",-1.8,93.875999,-40,0.66799998,5008.7002,"no"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",399,1,0,"nonexistent",-1.8,93.074997,-47.099998,1.405,5099.1001,"no"
31,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",255,1,0,"nonexistent",1.4,93.917999,-42.700001,4.9569998,5228.1001,"no"
29,"admin.","married","high.school","no","no","no","telephone","may","wed",30,1,0,"nonexistent",-1.8,93.875999,-40,0.69,5008.7002,"no"
